@relation tic-tac-toe

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute clase {0,1}

@data
-1.03463,-1.10625,-1.03463,1.22296,1.24135,-1.10625,0.098142,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,-1.10625,0.098142,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,0.058352,-1.03463,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,0.058352,-1.03463,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,0.058352,1.23091,-1.10625,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,0.058352,1.23091,0.058352,-1.03463,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,0.058352,0.098142,-1.10625,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,0.058352,0.098142,1.22296,-1.03463,1
-1.03463,-1.10625,-1.03463,1.22296,1.24135,0.058352,0.098142,0.058352,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,-1.10625,1.23091,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,-1.10625,1.23091,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,-1.10625,0.098142,1.22296,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,1.22296,1.23091,-1.10625,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,1.22296,0.098142,-1.10625,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,1.22296,0.098142,0.058352,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,0.058352,1.23091,-1.10625,1.23091,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,0.058352,1.23091,0.058352,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,0.058352,0.098142,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,1.22296,0.136133,0.058352,0.098142,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,-0.96908,1.22296,1.23091,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,-0.96908,1.22296,1.23091,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,-0.96908,1.22296,0.098142,1.22296,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,-1.10625,1.23091,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,-1.10625,1.23091,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,-1.10625,0.098142,1.22296,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,1.22296,1.23091,-1.10625,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,1.22296,0.098142,-1.10625,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,1.22296,0.098142,0.058352,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,0.058352,1.23091,-1.10625,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,0.058352,1.23091,0.058352,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,0.058352,0.098142,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,1.24135,0.058352,0.098142,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,1.22296,-1.03463,1.22296,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,1.22296,1.23091,-1.10625,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,1.22296,1.23091,1.22296,-1.03463,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,1.22296,1.23091,0.058352,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,1.22296,0.098142,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,1.22296,0.098142,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,0.058352,1.23091,1.22296,0.098142,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,0.058352,1.23091,0.058352,1.23091,1
-1.03463,-1.10625,-1.03463,0.058352,0.136133,0.058352,0.098142,1.22296,1.23091,1
-1.03463,-1.10625,1.23091,-1.10625,-0.96908,1.22296,1.23091,1.22296,-1.03463,1
-1.03463,-1.10625,1.23091,-1.10625,1.24135,-1.10625,-1.03463,1.22296,1.23091,1
-1.03463,-1.10625,1.23091,-1.10625,1.24135,1.22296,-1.03463,1.22296,-1.03463,1
-1.03463,-1.10625,1.23091,-1.10625,1.24135,1.22296,-1.03463,0.058352,0.098142,1
-1.03463,-1.10625,1.23091,-1.10625,1.24135,0.058352,-1.03463,1.22296,0.098142,1
-1.03463,-1.10625,1.23091,-1.10625,1.24135,0.058352,-1.03463,0.058352,1.23091,1
-1.03463,-1.10625,1.23091,-1.10625,0.136133,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,-1.10625,1.23091,-1.10625,0.136133,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,-1.10625,1.23091,-1.10625,1.23091,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,-1.10625,1.23091,1.22296,-1.03463,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,1.22296,-1.03463,1.22296,-1.03463,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,1.22296,1.23091,-1.10625,-1.03463,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,1.22296,0.098142,-1.10625,0.098142,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,1.22296,0.098142,0.058352,-1.03463,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,0.058352,1.23091,-1.10625,0.098142,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,0.058352,1.23091,0.058352,-1.03463,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,0.058352,0.098142,-1.10625,1.23091,1
-1.03463,-1.10625,1.23091,1.22296,-0.96908,0.058352,0.098142,1.22296,-1.03463,1
-1.03463,-1.10625,1.23091,0.058352,-0.96908,1.22296,1.23091,-1.10625,0.098142,1
-1.03463,-1.10625,1.23091,0.058352,-0.96908,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,-1.10625,1.23091,0.058352,-0.96908,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,-1.10625,1.23091,0.058352,-0.96908,0.058352,1.23091,-1.10625,1.23091,1
-1.03463,-1.10625,1.23091,0.058352,-0.96908,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,-1.10625,0.098142,-1.10625,1.24135,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,-1.10625,0.098142,-1.10625,1.24135,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,-1.10625,0.098142,-1.10625,1.24135,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,-1.10625,0.098142,-1.10625,0.136133,1.22296,-1.03463,1.22296,1.23091,1
-1.03463,-1.10625,0.098142,1.22296,-0.96908,1.22296,1.23091,-1.10625,0.098142,1
-1.03463,-1.10625,0.098142,1.22296,-0.96908,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,-1.10625,0.098142,1.22296,-0.96908,1.22296,0.098142,-1.10625,1.23091,1
-1.03463,-1.10625,0.098142,1.22296,-0.96908,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,-1.10625,0.098142,1.22296,-0.96908,0.058352,1.23091,-1.10625,1.23091,1
-1.03463,-1.10625,0.098142,1.22296,-0.96908,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,-1.10625,0.098142,0.058352,-0.96908,1.22296,1.23091,-1.10625,1.23091,1
-1.03463,-1.10625,0.098142,0.058352,-0.96908,1.22296,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,-1.10625,-0.96908,1.22296,-1.03463,1.22296,1.23091,1
-1.03463,1.22296,-1.03463,-1.10625,-0.96908,1.22296,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,-1.10625,1.24135,1.22296,-1.03463,-1.10625,1.23091,1
-1.03463,1.22296,-1.03463,-1.10625,1.24135,1.22296,-1.03463,0.058352,0.098142,1
-1.03463,1.22296,-1.03463,-1.10625,1.24135,0.058352,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,-1.03463,-1.10625,0.136133,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,1.22296,-1.03463,-1.10625,0.136133,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,-1.03463,-1.10625,0.136133,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,-1.10625,-1.03463,1.22296,1.23091,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,-1.10625,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,1.22296,-1.03463,-1.10625,1.23091,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,1.22296,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,1.22296,-1.03463,0.058352,0.098142,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,1.22296,1.23091,-1.10625,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,1.22296,0.098142,0.058352,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,0.058352,-1.03463,1.22296,0.098142,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,0.058352,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,0.058352,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,-0.96908,0.058352,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,1.24135,-1.10625,1.23091,-1.10625,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,1.24135,-1.10625,0.098142,0.058352,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,0.136133,-1.10625,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,-1.03463,1.22296,0.136133,-1.10625,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,0.058352,-0.96908,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,1.22296,-1.03463,0.058352,-0.96908,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,-1.03463,0.058352,-0.96908,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,-1.03463,0.058352,-0.96908,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,0.058352,-0.96908,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,1.22296,-1.03463,0.058352,-0.96908,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,-1.03463,0.058352,1.24135,-1.10625,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,-1.03463,0.058352,0.136133,-1.10625,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,-1.10625,-1.03463,1.22296,1.23091,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,-1.10625,1.23091,-1.10625,1.23091,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,-1.10625,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,-1.10625,1.23091,0.058352,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,-1.10625,0.098142,1.22296,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,-1.10625,0.098142,0.058352,1.23091,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,1.22296,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,1.22296,-1.03463,0.058352,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,1.22296,1.23091,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,1.22296,0.098142,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,0.058352,-1.03463,1.22296,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,0.058352,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,0.058352,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,-0.96908,0.058352,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,1.24135,-1.10625,-1.03463,-1.10625,1.23091,1
-1.03463,1.22296,1.23091,-1.10625,1.24135,-1.10625,-1.03463,0.058352,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,1.24135,1.22296,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,1.24135,0.058352,-1.03463,-1.10625,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,1.24135,0.058352,-1.03463,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,0.136133,-1.10625,-1.03463,1.22296,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,0.136133,-1.10625,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,1.23091,-1.10625,0.136133,1.22296,-1.03463,-1.10625,0.098142,1
-1.03463,1.22296,1.23091,-1.10625,0.136133,1.22296,-1.03463,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,0.136133,0.058352,-1.03463,-1.10625,1.23091,1
-1.03463,1.22296,1.23091,-1.10625,0.136133,0.058352,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,-1.10625,0.136133,0.058352,-1.03463,0.058352,0.098142,1
-1.03463,1.22296,1.23091,1.22296,-0.96908,-1.10625,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,1.22296,-0.96908,-1.10625,1.23091,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,1.22296,-0.96908,-1.10625,0.098142,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,1.22296,-0.96908,1.22296,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,1.22296,-0.96908,0.058352,-1.03463,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,1.22296,-0.96908,0.058352,0.098142,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,1.22296,1.24135,-1.10625,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,1.22296,0.136133,0.058352,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,-0.96908,-1.10625,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,-0.96908,-1.10625,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,-0.96908,1.22296,-1.03463,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,-0.96908,1.22296,0.098142,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,-0.96908,0.058352,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,-0.96908,0.058352,1.23091,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,-0.96908,0.058352,0.098142,0.058352,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,1.24135,0.058352,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,1.23091,0.058352,0.136133,1.22296,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,-1.10625,1.23091,1.22296,0.098142,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,-1.10625,1.23091,0.058352,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,-1.10625,0.098142,1.22296,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,-0.96908,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,-1.10625,1.24135,-1.10625,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,1.24135,1.22296,-1.03463,-1.10625,0.098142,1
-1.03463,1.22296,0.098142,-1.10625,1.24135,1.22296,-1.03463,0.058352,-1.03463,1
-1.03463,1.22296,0.098142,-1.10625,1.24135,0.058352,-1.03463,-1.10625,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,1.24135,0.058352,-1.03463,0.058352,0.098142,1
-1.03463,1.22296,0.098142,-1.10625,0.136133,-1.10625,-1.03463,1.22296,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,0.136133,1.22296,-1.03463,-1.10625,1.23091,1
-1.03463,1.22296,0.098142,-1.10625,0.136133,1.22296,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,-1.10625,0.136133,1.22296,-1.03463,0.058352,0.098142,1
-1.03463,1.22296,0.098142,-1.10625,0.136133,0.058352,-1.03463,1.22296,0.098142,1
-1.03463,1.22296,0.098142,-1.10625,0.136133,0.058352,-1.03463,0.058352,1.23091,1
-1.03463,1.22296,0.098142,1.22296,-0.96908,-1.10625,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,-0.96908,-1.10625,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,-0.96908,1.22296,-1.03463,0.058352,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,-0.96908,1.22296,0.098142,-1.10625,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,-0.96908,0.058352,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,-0.96908,0.058352,1.23091,-1.10625,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,-0.96908,0.058352,0.098142,0.058352,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,1.24135,0.058352,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,0.098142,1.22296,0.136133,1.22296,-1.03463,-1.10625,-1.03463,1
-1.03463,1.22296,0.098142,0.058352,-0.96908,-1.10625,1.23091,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,0.058352,-0.96908,1.22296,-1.03463,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,0.058352,-0.96908,1.22296,1.23091,-1.10625,-1.03463,1
-1.03463,1.22296,0.098142,0.058352,-0.96908,1.22296,0.098142,0.058352,-1.03463,1
-1.03463,1.22296,0.098142,0.058352,-0.96908,0.058352,1.23091,0.058352,-1.03463,1
-1.03463,1.22296,0.098142,0.058352,-0.96908,0.058352,0.098142,1.22296,-1.03463,1
-1.03463,1.22296,0.098142,0.058352,1.24135,1.22296,-1.03463,-1.10625,-1.03463,1
-1.03463,0.058352,-1.03463,-1.10625,1.24135,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,0.058352,-1.03463,-1.10625,1.24135,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,0.058352,-1.03463,-1.10625,1.24135,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,0.058352,-1.03463,-1.10625,0.136133,1.22296,-1.03463,1.22296,1.23091,1
-1.03463,0.058352,-1.03463,1.22296,-0.96908,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,0.058352,-1.03463,1.22296,-0.96908,1.22296,-1.03463,0.058352,1.23091,1
-1.03463,0.058352,-1.03463,1.22296,-0.96908,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,0.058352,-1.03463,1.22296,-0.96908,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,0.058352,-1.03463,1.22296,-0.96908,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,0.058352,-1.03463,1.22296,-0.96908,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,0.058352,-1.03463,1.22296,1.24135,-1.10625,1.23091,0.058352,-1.03463,1
-1.03463,0.058352,-1.03463,1.22296,1.24135,-1.10625,0.098142,1.22296,-1.03463,1
-1.03463,0.058352,-1.03463,1.22296,0.136133,-1.10625,1.23091,1.22296,-1.03463,1
-1.03463,0.058352,-1.03463,0.058352,-0.96908,1.22296,-1.03463,1.22296,1.23091,1
-1.03463,0.058352,-1.03463,0.058352,-0.96908,1.22296,1.23091,1.22296,-1.03463,1
-1.03463,0.058352,-1.03463,0.058352,1.24135,-1.10625,1.23091,1.22296,-1.03463,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,-1.10625,1.23091,1.22296,0.098142,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,-1.10625,1.23091,0.058352,1.23091,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,-1.10625,0.098142,1.22296,1.23091,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,1.22296,-1.03463,1.22296,0.098142,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,1.22296,1.23091,0.058352,-1.03463,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,1.22296,0.098142,1.22296,-1.03463,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,0.058352,-1.03463,1.22296,1.23091,1
-1.03463,0.058352,1.23091,-1.10625,-0.96908,0.058352,1.23091,1.22296,-1.03463,1
-1.03463,0.058352,1.23091,-1.10625,1.24135,-1.10625,-1.03463,1.22296,0.098142,1
-1.03463,0.058352,1.23091,-1.10625,1.24135,-1.10625,-1.03463,0.058352,1.23091,1
-1.03463,0.058352,1.23091,-1.10625,1.24135,1.22296,-1.03463,-1.10625,0.098142,1
-1.03463,0.058352,1.23091,-1.10625,1.24135,1.22296,-1.03463,0.058352,-1.03463,1
-1.03463,0.058352,1.23091,-1.10625,1.24135,0.058352,-1.03463,-1.10625,1.23091,1
-1.03463,0.058352,1.23091,-1.10625,1.24135,0.058352,-1.03463,1.22296,-1.03463,1
-1.03463,0.058352,1.23091,-1.10625,1.24135,0.058352,-1.03463,0.058352,0.098142,1
-1.03463,0.058352,1.23091,-1.10625,0.136133,-1.10625,-1.03463,1.22296,1.23091,1
-1.03463,0.058352,1.23091,-1.10625,0.136133,1.22296,-1.03463,1.22296,-1.03463,1
-1.03463,0.058352,1.23091,-1.10625,0.136133,1.22296,-1.03463,0.058352,0.098142,1
-1.03463,0.058352,1.23091,-1.10625,0.136133,0.058352,-1.03463,1.22296,0.098142,1
-1.03463,0.058352,1.23091,-1.10625,0.136133,0.058352,-1.03463,0.058352,1.23091,1
-1.03463,0.058352,1.23091,1.22296,-0.96908,-1.10625,1.23091,0.058352,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,-0.96908,-1.10625,0.098142,1.22296,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,-0.96908,1.22296,-1.03463,0.058352,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,-0.96908,1.22296,0.098142,-1.10625,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,-0.96908,0.058352,-1.03463,1.22296,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,-0.96908,0.058352,1.23091,-1.10625,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,-0.96908,0.058352,0.098142,0.058352,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,1.24135,0.058352,-1.03463,-1.10625,-1.03463,1
-1.03463,0.058352,1.23091,1.22296,0.136133,1.22296,-1.03463,-1.10625,-1.03463,1
-1.03463,0.058352,1.23091,0.058352,-0.96908,-1.10625,1.23091,1.22296,-1.03463,1
