@relation monks-3

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute clase {0,1}

@data
1.53976,0.428121,0.821904,1.40232,0.237339,0.779683,1
1.53976,0.428121,0.821904,1.40232,0.237339,2.14334,1
1.53976,0.428121,0.821904,2.38577,1.02604,2.14334,1
1.53976,0.428121,0.821904,2.38577,1.81473,2.14334,1
1.53976,0.428121,0.821904,2.38577,2.60343,0.779683,0
1.53976,0.428121,2.22531,0.418876,1.02604,2.14334,1
1.53976,0.428121,2.22531,1.40232,2.60343,0.779683,0
1.53976,0.428121,2.22531,2.38577,0.237339,2.14334,1
1.53976,1.42247,0.821904,0.418876,1.81473,2.14334,1
1.53976,1.42247,0.821904,0.418876,2.60343,2.14334,0
1.53976,1.42247,0.821904,1.40232,0.237339,2.14334,1
1.53976,1.42247,0.821904,1.40232,1.02604,0.779683,0
1.53976,1.42247,0.821904,2.38577,0.237339,0.779683,1
1.53976,1.42247,0.821904,2.38577,1.02604,2.14334,1
1.53976,1.42247,0.821904,2.38577,1.81473,0.779683,0
1.53976,1.42247,0.821904,2.38577,1.81473,2.14334,0
1.53976,1.42247,0.821904,2.38577,2.60343,2.14334,0
1.53976,1.42247,2.22531,0.418876,1.02604,2.14334,1
1.53976,1.42247,2.22531,1.40232,0.237339,2.14334,1
1.53976,1.42247,2.22531,1.40232,1.81473,0.779683,1
1.53976,1.42247,2.22531,1.40232,1.81473,2.14334,1
1.53976,1.42247,2.22531,2.38577,2.60343,0.779683,0
1.53976,2.41681,0.821904,0.418876,1.81473,0.779683,1
1.53976,2.41681,0.821904,1.40232,0.237339,0.779683,0
1.53976,2.41681,0.821904,1.40232,1.02604,0.779683,0
1.53976,2.41681,0.821904,1.40232,1.02604,2.14334,0
1.53976,2.41681,0.821904,1.40232,1.81473,2.14334,0
1.53976,2.41681,0.821904,2.38577,1.81473,0.779683,0
1.53976,2.41681,2.22531,0.418876,0.237339,2.14334,0
1.53976,2.41681,2.22531,0.418876,1.02604,2.14334,0
1.53976,2.41681,2.22531,0.418876,2.60343,0.779683,0
1.53976,2.41681,2.22531,1.40232,1.81473,0.779683,0
1.53976,2.41681,2.22531,1.40232,2.60343,2.14334,0
1.53976,2.41681,2.22531,2.38577,0.237339,0.779683,0
1.53976,2.41681,2.22531,2.38577,1.02604,0.779683,0
1.53976,2.41681,2.22531,2.38577,2.60343,2.14334,0
2.58893,0.428121,0.821904,0.418876,0.237339,0.779683,1
2.58893,0.428121,0.821904,0.418876,1.02604,0.779683,1
2.58893,0.428121,0.821904,0.418876,1.81473,0.779683,1
2.58893,0.428121,0.821904,1.40232,2.60343,2.14334,0
2.58893,0.428121,0.821904,2.38577,0.237339,2.14334,1
2.58893,0.428121,0.821904,2.38577,2.60343,2.14334,0
2.58893,0.428121,2.22531,0.418876,1.02604,0.779683,1
2.58893,0.428121,2.22531,1.40232,1.81473,2.14334,1
2.58893,0.428121,2.22531,1.40232,2.60343,2.14334,0
2.58893,0.428121,2.22531,2.38577,0.237339,0.779683,1
2.58893,1.42247,0.821904,0.418876,1.02604,2.14334,1
2.58893,1.42247,0.821904,0.418876,2.60343,0.779683,0
2.58893,1.42247,0.821904,1.40232,1.81473,0.779683,1
2.58893,1.42247,0.821904,2.38577,0.237339,2.14334,1
2.58893,1.42247,2.22531,0.418876,1.02604,2.14334,1
2.58893,1.42247,2.22531,0.418876,1.81473,2.14334,1
2.58893,1.42247,2.22531,1.40232,0.237339,2.14334,1
2.58893,1.42247,2.22531,2.38577,0.237339,0.779683,1
2.58893,1.42247,2.22531,2.38577,1.81473,2.14334,1
2.58893,1.42247,2.22531,2.38577,2.60343,0.779683,0
2.58893,2.41681,0.821904,0.418876,1.81473,2.14334,1
2.58893,2.41681,0.821904,0.418876,2.60343,0.779683,1
2.58893,2.41681,0.821904,1.40232,2.60343,2.14334,0
2.58893,2.41681,0.821904,2.38577,0.237339,0.779683,0
2.58893,2.41681,0.821904,2.38577,1.02604,0.779683,0
2.58893,2.41681,0.821904,2.38577,1.02604,2.14334,0
2.58893,2.41681,0.821904,2.38577,2.60343,0.779683,0
2.58893,2.41681,2.22531,0.418876,0.237339,0.779683,0
2.58893,2.41681,2.22531,0.418876,0.237339,2.14334,0
2.58893,2.41681,2.22531,1.40232,1.02604,2.14334,0
2.58893,2.41681,2.22531,1.40232,1.81473,2.14334,0
2.58893,2.41681,2.22531,2.38577,0.237339,0.779683,0
2.58893,2.41681,2.22531,2.38577,1.81473,2.14334,0
2.58893,2.41681,2.22531,2.38577,2.60343,2.14334,0
-1.22333,-1.22333,-0.998842,-1.22333,-1.34009,-0.998842,1
-1.22333,-1.22333,-0.998842,-1.22333,-1.34009,0.998842,1
-1.22333,-1.22333,-0.998842,-1.22333,-0.446696,-0.998842,1
-1.22333,-1.22333,-0.998842,-1.22333,-0.446696,0.998842,1
-1.22333,-1.22333,-0.998842,-1.22333,0.446696,-0.998842,1
-1.22333,-1.22333,-0.998842,-1.22333,0.446696,0.998842,1
-1.22333,-1.22333,-0.998842,-1.22333,1.34009,-0.998842,0
-1.22333,-1.22333,-0.998842,-1.22333,1.34009,0.998842,0
-1.22333,-1.22333,-0.998842,0,-1.34009,-0.998842,1
-1.22333,-1.22333,-0.998842,0,-1.34009,0.998842,1
-1.22333,-1.22333,-0.998842,0,-0.446696,-0.998842,1
-1.22333,-1.22333,-0.998842,0,-0.446696,0.998842,1
-1.22333,-1.22333,-0.998842,0,0.446696,-0.998842,1
-1.22333,-1.22333,-0.998842,0,0.446696,0.998842,1
-1.22333,-1.22333,-0.998842,0,1.34009,-0.998842,0
-1.22333,-1.22333,-0.998842,0,1.34009,0.998842,0
-1.22333,-1.22333,-0.998842,1.22333,-1.34009,-0.998842,1
-1.22333,-1.22333,-0.998842,1.22333,-1.34009,0.998842,1
-1.22333,-1.22333,-0.998842,1.22333,-0.446696,-0.998842,1
-1.22333,-1.22333,-0.998842,1.22333,-0.446696,0.998842,1
-1.22333,-1.22333,-0.998842,1.22333,0.446696,-0.998842,1
-1.22333,-1.22333,-0.998842,1.22333,0.446696,0.998842,1
-1.22333,-1.22333,-0.998842,1.22333,1.34009,-0.998842,0
-1.22333,-1.22333,-0.998842,1.22333,1.34009,0.998842,0
-1.22333,-1.22333,0.998842,-1.22333,-1.34009,-0.998842,1
-1.22333,-1.22333,0.998842,-1.22333,-1.34009,0.998842,1
-1.22333,-1.22333,0.998842,-1.22333,-0.446696,-0.998842,1
-1.22333,-1.22333,0.998842,-1.22333,-0.446696,0.998842,1
-1.22333,-1.22333,0.998842,-1.22333,0.446696,-0.998842,1
-1.22333,-1.22333,0.998842,-1.22333,0.446696,0.998842,1
-1.22333,-1.22333,0.998842,-1.22333,1.34009,-0.998842,0
-1.22333,-1.22333,0.998842,-1.22333,1.34009,0.998842,0
-1.22333,-1.22333,0.998842,0,-1.34009,-0.998842,1
-1.22333,-1.22333,0.998842,0,-1.34009,0.998842,1
-1.22333,-1.22333,0.998842,0,-0.446696,-0.998842,1
-1.22333,-1.22333,0.998842,0,-0.446696,0.998842,1
-1.22333,-1.22333,0.998842,0,0.446696,-0.998842,1
-1.22333,-1.22333,0.998842,0,0.446696,0.998842,1
-1.22333,-1.22333,0.998842,0,1.34009,-0.998842,0
-1.22333,-1.22333,0.998842,0,1.34009,0.998842,0
-1.22333,-1.22333,0.998842,1.22333,-1.34009,-0.998842,1
-1.22333,-1.22333,0.998842,1.22333,-1.34009,0.998842,1
-1.22333,-1.22333,0.998842,1.22333,-0.446696,-0.998842,1
-1.22333,-1.22333,0.998842,1.22333,-0.446696,0.998842,1
-1.22333,-1.22333,0.998842,1.22333,0.446696,-0.998842,1
-1.22333,-1.22333,0.998842,1.22333,0.446696,0.998842,1
-1.22333,-1.22333,0.998842,1.22333,1.34009,-0.998842,0
-1.22333,-1.22333,0.998842,1.22333,1.34009,0.998842,0
-1.22333,0,-0.998842,-1.22333,-1.34009,-0.998842,1
-1.22333,0,-0.998842,-1.22333,-1.34009,0.998842,1
-1.22333,0,-0.998842,-1.22333,-0.446696,-0.998842,1
-1.22333,0,-0.998842,-1.22333,-0.446696,0.998842,1
-1.22333,0,-0.998842,-1.22333,0.446696,-0.998842,1
-1.22333,0,-0.998842,-1.22333,0.446696,0.998842,1
-1.22333,0,-0.998842,-1.22333,1.34009,-0.998842,0
-1.22333,0,-0.998842,-1.22333,1.34009,0.998842,0
-1.22333,0,-0.998842,0,-1.34009,-0.998842,1
-1.22333,0,-0.998842,0,-1.34009,0.998842,1
-1.22333,0,-0.998842,0,-0.446696,-0.998842,1
-1.22333,0,-0.998842,0,-0.446696,0.998842,1
-1.22333,0,-0.998842,0,0.446696,-0.998842,1
-1.22333,0,-0.998842,0,0.446696,0.998842,1
-1.22333,0,-0.998842,0,1.34009,-0.998842,0
-1.22333,0,-0.998842,0,1.34009,0.998842,0
-1.22333,0,-0.998842,1.22333,-1.34009,-0.998842,1
-1.22333,0,-0.998842,1.22333,-1.34009,0.998842,1
-1.22333,0,-0.998842,1.22333,-0.446696,-0.998842,1
-1.22333,0,-0.998842,1.22333,-0.446696,0.998842,1
-1.22333,0,-0.998842,1.22333,0.446696,-0.998842,1
-1.22333,0,-0.998842,1.22333,0.446696,0.998842,1
-1.22333,0,-0.998842,1.22333,1.34009,-0.998842,0
-1.22333,0,-0.998842,1.22333,1.34009,0.998842,0
-1.22333,0,0.998842,-1.22333,-1.34009,-0.998842,1
-1.22333,0,0.998842,-1.22333,-1.34009,0.998842,1
-1.22333,0,0.998842,-1.22333,-0.446696,-0.998842,1
-1.22333,0,0.998842,-1.22333,-0.446696,0.998842,1
-1.22333,0,0.998842,-1.22333,0.446696,-0.998842,1
-1.22333,0,0.998842,-1.22333,0.446696,0.998842,1
-1.22333,0,0.998842,-1.22333,1.34009,-0.998842,0
-1.22333,0,0.998842,-1.22333,1.34009,0.998842,0
-1.22333,0,0.998842,0,-1.34009,-0.998842,1
-1.22333,0,0.998842,0,-1.34009,0.998842,1
-1.22333,0,0.998842,0,-0.446696,-0.998842,1
-1.22333,0,0.998842,0,-0.446696,0.998842,1
-1.22333,0,0.998842,0,0.446696,-0.998842,1
-1.22333,0,0.998842,0,0.446696,0.998842,1
-1.22333,0,0.998842,0,1.34009,-0.998842,0
-1.22333,0,0.998842,0,1.34009,0.998842,0
-1.22333,0,0.998842,1.22333,-1.34009,-0.998842,1
-1.22333,0,0.998842,1.22333,-1.34009,0.998842,1
-1.22333,0,0.998842,1.22333,-0.446696,-0.998842,1
-1.22333,0,0.998842,1.22333,-0.446696,0.998842,1
-1.22333,0,0.998842,1.22333,0.446696,-0.998842,1
-1.22333,0,0.998842,1.22333,0.446696,0.998842,1
-1.22333,0,0.998842,1.22333,1.34009,-0.998842,0
-1.22333,0,0.998842,1.22333,1.34009,0.998842,0
-1.22333,1.22333,-0.998842,-1.22333,-1.34009,-0.998842,0
-1.22333,1.22333,-0.998842,-1.22333,-1.34009,0.998842,0
-1.22333,1.22333,-0.998842,-1.22333,-0.446696,-0.998842,0
-1.22333,1.22333,-0.998842,-1.22333,-0.446696,0.998842,0
-1.22333,1.22333,-0.998842,-1.22333,0.446696,-0.998842,1
-1.22333,1.22333,-0.998842,-1.22333,0.446696,0.998842,1
-1.22333,1.22333,-0.998842,-1.22333,1.34009,-0.998842,0
-1.22333,1.22333,-0.998842,-1.22333,1.34009,0.998842,0
-1.22333,1.22333,-0.998842,0,-1.34009,-0.998842,0
-1.22333,1.22333,-0.998842,0,-1.34009,0.998842,0
-1.22333,1.22333,-0.998842,0,-0.446696,-0.998842,0
-1.22333,1.22333,-0.998842,0,-0.446696,0.998842,0
-1.22333,1.22333,-0.998842,0,0.446696,-0.998842,0
-1.22333,1.22333,-0.998842,0,0.446696,0.998842,0
-1.22333,1.22333,-0.998842,0,1.34009,-0.998842,0
-1.22333,1.22333,-0.998842,0,1.34009,0.998842,0
-1.22333,1.22333,-0.998842,1.22333,-1.34009,-0.998842,0
-1.22333,1.22333,-0.998842,1.22333,-1.34009,0.998842,0
-1.22333,1.22333,-0.998842,1.22333,-0.446696,-0.998842,0
-1.22333,1.22333,-0.998842,1.22333,-0.446696,0.998842,0
-1.22333,1.22333,-0.998842,1.22333,0.446696,-0.998842,0
-1.22333,1.22333,-0.998842,1.22333,0.446696,0.998842,0
-1.22333,1.22333,-0.998842,1.22333,1.34009,-0.998842,0
-1.22333,1.22333,-0.998842,1.22333,1.34009,0.998842,0
-1.22333,1.22333,0.998842,-1.22333,-1.34009,-0.998842,0
-1.22333,1.22333,0.998842,-1.22333,-1.34009,0.998842,0
-1.22333,1.22333,0.998842,-1.22333,-0.446696,-0.998842,0
-1.22333,1.22333,0.998842,-1.22333,-0.446696,0.998842,0
-1.22333,1.22333,0.998842,-1.22333,0.446696,-0.998842,1
-1.22333,1.22333,0.998842,-1.22333,0.446696,0.998842,1
-1.22333,1.22333,0.998842,-1.22333,1.34009,-0.998842,0
-1.22333,1.22333,0.998842,-1.22333,1.34009,0.998842,0
-1.22333,1.22333,0.998842,0,-1.34009,-0.998842,0
-1.22333,1.22333,0.998842,0,-1.34009,0.998842,0
-1.22333,1.22333,0.998842,0,-0.446696,-0.998842,0
-1.22333,1.22333,0.998842,0,-0.446696,0.998842,0
-1.22333,1.22333,0.998842,0,0.446696,-0.998842,0
-1.22333,1.22333,0.998842,0,0.446696,0.998842,0
-1.22333,1.22333,0.998842,0,1.34009,-0.998842,0
-1.22333,1.22333,0.998842,0,1.34009,0.998842,0
-1.22333,1.22333,0.998842,1.22333,-1.34009,-0.998842,0
-1.22333,1.22333,0.998842,1.22333,-1.34009,0.998842,0
-1.22333,1.22333,0.998842,1.22333,-0.446696,-0.998842,0
-1.22333,1.22333,0.998842,1.22333,-0.446696,0.998842,0
-1.22333,1.22333,0.998842,1.22333,0.446696,-0.998842,0
-1.22333,1.22333,0.998842,1.22333,0.446696,0.998842,0
-1.22333,1.22333,0.998842,1.22333,1.34009,-0.998842,0
-1.22333,1.22333,0.998842,1.22333,1.34009,0.998842,0
0,-1.22333,-0.998842,-1.22333,-1.34009,-0.998842,1
0,-1.22333,-0.998842,-1.22333,-1.34009,0.998842,1
0,-1.22333,-0.998842,-1.22333,-0.446696,-0.998842,1
0,-1.22333,-0.998842,-1.22333,-0.446696,0.998842,1
0,-1.22333,-0.998842,-1.22333,0.446696,-0.998842,1
0,-1.22333,-0.998842,-1.22333,0.446696,0.998842,1
0,-1.22333,-0.998842,-1.22333,1.34009,-0.998842,0
0,-1.22333,-0.998842,-1.22333,1.34009,0.998842,0
0,-1.22333,-0.998842,0,-1.34009,-0.998842,1
0,-1.22333,-0.998842,0,-1.34009,0.998842,1
0,-1.22333,-0.998842,0,-0.446696,-0.998842,1
0,-1.22333,-0.998842,0,-0.446696,0.998842,1
0,-1.22333,-0.998842,0,0.446696,-0.998842,1
0,-1.22333,-0.998842,0,0.446696,0.998842,1
0,-1.22333,-0.998842,0,1.34009,-0.998842,0
0,-1.22333,-0.998842,0,1.34009,0.998842,0
0,-1.22333,-0.998842,1.22333,-1.34009,-0.998842,1
0,-1.22333,-0.998842,1.22333,-1.34009,0.998842,1
0,-1.22333,-0.998842,1.22333,-0.446696,-0.998842,1
0,-1.22333,-0.998842,1.22333,-0.446696,0.998842,1
0,-1.22333,-0.998842,1.22333,0.446696,-0.998842,1
0,-1.22333,-0.998842,1.22333,0.446696,0.998842,1
0,-1.22333,-0.998842,1.22333,1.34009,-0.998842,0
0,-1.22333,-0.998842,1.22333,1.34009,0.998842,0
0,-1.22333,0.998842,-1.22333,-1.34009,-0.998842,1
0,-1.22333,0.998842,-1.22333,-1.34009,0.998842,1
0,-1.22333,0.998842,-1.22333,-0.446696,-0.998842,1
0,-1.22333,0.998842,-1.22333,-0.446696,0.998842,1
0,-1.22333,0.998842,-1.22333,0.446696,-0.998842,1
0,-1.22333,0.998842,-1.22333,0.446696,0.998842,1
0,-1.22333,0.998842,-1.22333,1.34009,-0.998842,0
0,-1.22333,0.998842,-1.22333,1.34009,0.998842,0
0,-1.22333,0.998842,0,-1.34009,-0.998842,1
0,-1.22333,0.998842,0,-1.34009,0.998842,1
0,-1.22333,0.998842,0,-0.446696,-0.998842,1
0,-1.22333,0.998842,0,-0.446696,0.998842,1
0,-1.22333,0.998842,0,0.446696,-0.998842,1
0,-1.22333,0.998842,0,0.446696,0.998842,1
0,-1.22333,0.998842,0,1.34009,-0.998842,0
0,-1.22333,0.998842,0,1.34009,0.998842,0
0,-1.22333,0.998842,1.22333,-1.34009,-0.998842,1
0,-1.22333,0.998842,1.22333,-1.34009,0.998842,1
0,-1.22333,0.998842,1.22333,-0.446696,-0.998842,1
0,-1.22333,0.998842,1.22333,-0.446696,0.998842,1
0,-1.22333,0.998842,1.22333,0.446696,-0.998842,1
0,-1.22333,0.998842,1.22333,0.446696,0.998842,1
0,-1.22333,0.998842,1.22333,1.34009,-0.998842,0
0,-1.22333,0.998842,1.22333,1.34009,0.998842,0
0,0,-0.998842,-1.22333,-1.34009,-0.998842,1
0,0,-0.998842,-1.22333,-1.34009,0.998842,1
0,0,-0.998842,-1.22333,-0.446696,-0.998842,1
0,0,-0.998842,-1.22333,-0.446696,0.998842,1
0,0,-0.998842,-1.22333,0.446696,-0.998842,1
0,0,-0.998842,-1.22333,0.446696,0.998842,1
0,0,-0.998842,-1.22333,1.34009,-0.998842,0
0,0,-0.998842,-1.22333,1.34009,0.998842,0
0,0,-0.998842,0,-1.34009,-0.998842,1
0,0,-0.998842,0,-1.34009,0.998842,1
0,0,-0.998842,0,-0.446696,-0.998842,1
0,0,-0.998842,0,-0.446696,0.998842,1
0,0,-0.998842,0,0.446696,-0.998842,1
0,0,-0.998842,0,0.446696,0.998842,1
0,0,-0.998842,0,1.34009,-0.998842,0
0,0,-0.998842,0,1.34009,0.998842,0
0,0,-0.998842,1.22333,-1.34009,-0.998842,1
0,0,-0.998842,1.22333,-1.34009,0.998842,1
0,0,-0.998842,1.22333,-0.446696,-0.998842,1
0,0,-0.998842,1.22333,-0.446696,0.998842,1
0,0,-0.998842,1.22333,0.446696,-0.998842,1
0,0,-0.998842,1.22333,0.446696,0.998842,1
0,0,-0.998842,1.22333,1.34009,-0.998842,0
0,0,-0.998842,1.22333,1.34009,0.998842,0
0,0,0.998842,-1.22333,-1.34009,-0.998842,1
0,0,0.998842,-1.22333,-1.34009,0.998842,1
0,0,0.998842,-1.22333,-0.446696,-0.998842,1
0,0,0.998842,-1.22333,-0.446696,0.998842,1
0,0,0.998842,-1.22333,0.446696,-0.998842,1
0,0,0.998842,-1.22333,0.446696,0.998842,1
0,0,0.998842,-1.22333,1.34009,-0.998842,0
0,0,0.998842,-1.22333,1.34009,0.998842,0
0,0,0.998842,0,-1.34009,-0.998842,1
0,0,0.998842,0,-1.34009,0.998842,1
0,0,0.998842,0,-0.446696,-0.998842,1
0,0,0.998842,0,-0.446696,0.998842,1
0,0,0.998842,0,0.446696,-0.998842,1
0,0,0.998842,0,0.446696,0.998842,1
0,0,0.998842,0,1.34009,-0.998842,0
0,0,0.998842,0,1.34009,0.998842,0
0,0,0.998842,1.22333,-1.34009,-0.998842,1
0,0,0.998842,1.22333,-1.34009,0.998842,1
0,0,0.998842,1.22333,-0.446696,-0.998842,1
0,0,0.998842,1.22333,-0.446696,0.998842,1
0,0,0.998842,1.22333,0.446696,-0.998842,1
0,0,0.998842,1.22333,0.446696,0.998842,1
0,0,0.998842,1.22333,1.34009,-0.998842,0
0,0,0.998842,1.22333,1.34009,0.998842,0
0,1.22333,-0.998842,-1.22333,-1.34009,-0.998842,0
0,1.22333,-0.998842,-1.22333,-1.34009,0.998842,0
0,1.22333,-0.998842,-1.22333,-0.446696,-0.998842,0
0,1.22333,-0.998842,-1.22333,-0.446696,0.998842,0
0,1.22333,-0.998842,-1.22333,0.446696,-0.998842,1
0,1.22333,-0.998842,-1.22333,0.446696,0.998842,1
0,1.22333,-0.998842,-1.22333,1.34009,-0.998842,0
0,1.22333,-0.998842,-1.22333,1.34009,0.998842,0
0,1.22333,-0.998842,0,-1.34009,-0.998842,0
0,1.22333,-0.998842,0,-1.34009,0.998842,0
0,1.22333,-0.998842,0,-0.446696,-0.998842,0
0,1.22333,-0.998842,0,-0.446696,0.998842,0
0,1.22333,-0.998842,0,0.446696,-0.998842,0
0,1.22333,-0.998842,0,0.446696,0.998842,0
0,1.22333,-0.998842,0,1.34009,-0.998842,0
0,1.22333,-0.998842,0,1.34009,0.998842,0
0,1.22333,-0.998842,1.22333,-1.34009,-0.998842,0
0,1.22333,-0.998842,1.22333,-1.34009,0.998842,0
0,1.22333,-0.998842,1.22333,-0.446696,-0.998842,0
0,1.22333,-0.998842,1.22333,-0.446696,0.998842,0
0,1.22333,-0.998842,1.22333,0.446696,-0.998842,0
0,1.22333,-0.998842,1.22333,0.446696,0.998842,0
0,1.22333,-0.998842,1.22333,1.34009,-0.998842,0
0,1.22333,-0.998842,1.22333,1.34009,0.998842,0
0,1.22333,0.998842,-1.22333,-1.34009,-0.998842,0
0,1.22333,0.998842,-1.22333,-1.34009,0.998842,0
0,1.22333,0.998842,-1.22333,-0.446696,-0.998842,0
0,1.22333,0.998842,-1.22333,-0.446696,0.998842,0
0,1.22333,0.998842,-1.22333,0.446696,-0.998842,1
0,1.22333,0.998842,-1.22333,0.446696,0.998842,1
0,1.22333,0.998842,-1.22333,1.34009,-0.998842,0
0,1.22333,0.998842,-1.22333,1.34009,0.998842,0
0,1.22333,0.998842,0,-1.34009,-0.998842,0
0,1.22333,0.998842,0,-1.34009,0.998842,0
0,1.22333,0.998842,0,-0.446696,-0.998842,0
0,1.22333,0.998842,0,-0.446696,0.998842,0
0,1.22333,0.998842,0,0.446696,-0.998842,0
0,1.22333,0.998842,0,0.446696,0.998842,0
0,1.22333,0.998842,0,1.34009,-0.998842,0
0,1.22333,0.998842,0,1.34009,0.998842,0
0,1.22333,0.998842,1.22333,-1.34009,-0.998842,0
0,1.22333,0.998842,1.22333,-1.34009,0.998842,0
0,1.22333,0.998842,1.22333,-0.446696,-0.998842,0
0,1.22333,0.998842,1.22333,-0.446696,0.998842,0
0,1.22333,0.998842,1.22333,0.446696,-0.998842,0
0,1.22333,0.998842,1.22333,0.446696,0.998842,0
0,1.22333,0.998842,1.22333,1.34009,-0.998842,0
0,1.22333,0.998842,1.22333,1.34009,0.998842,0
1.22333,-1.22333,-0.998842,-1.22333,-1.34009,-0.998842,1
1.22333,-1.22333,-0.998842,-1.22333,-1.34009,0.998842,1
1.22333,-1.22333,-0.998842,-1.22333,-0.446696,-0.998842,1
1.22333,-1.22333,-0.998842,-1.22333,-0.446696,0.998842,1
1.22333,-1.22333,-0.998842,-1.22333,0.446696,-0.998842,1
1.22333,-1.22333,-0.998842,-1.22333,0.446696,0.998842,1
1.22333,-1.22333,-0.998842,-1.22333,1.34009,-0.998842,0
1.22333,-1.22333,-0.998842,-1.22333,1.34009,0.998842,0
1.22333,-1.22333,-0.998842,0,-1.34009,-0.998842,1
1.22333,-1.22333,-0.998842,0,-1.34009,0.998842,1
1.22333,-1.22333,-0.998842,0,-0.446696,-0.998842,1
1.22333,-1.22333,-0.998842,0,-0.446696,0.998842,1
1.22333,-1.22333,-0.998842,0,0.446696,-0.998842,1
1.22333,-1.22333,-0.998842,0,0.446696,0.998842,1
1.22333,-1.22333,-0.998842,0,1.34009,-0.998842,0
1.22333,-1.22333,-0.998842,0,1.34009,0.998842,0
1.22333,-1.22333,-0.998842,1.22333,-1.34009,-0.998842,1
1.22333,-1.22333,-0.998842,1.22333,-1.34009,0.998842,1
1.22333,-1.22333,-0.998842,1.22333,-0.446696,-0.998842,1
1.22333,-1.22333,-0.998842,1.22333,-0.446696,0.998842,1
1.22333,-1.22333,-0.998842,1.22333,0.446696,-0.998842,1
1.22333,-1.22333,-0.998842,1.22333,0.446696,0.998842,1
1.22333,-1.22333,-0.998842,1.22333,1.34009,-0.998842,0
1.22333,-1.22333,-0.998842,1.22333,1.34009,0.998842,0
1.22333,-1.22333,0.998842,-1.22333,-1.34009,-0.998842,1
1.22333,-1.22333,0.998842,-1.22333,-1.34009,0.998842,1
1.22333,-1.22333,0.998842,-1.22333,-0.446696,-0.998842,1
